AAPL,MSFT,AMZN,GOOGL,TSLA
15.58652782,14.68200016,21.81256294,26.23989105,11.37466717
15.47963428,14.70499992,22.01101112,26.26512146,11.32866669
15.57183933,14.79300022,22.01151276,26.19783974,11.13133335
15.82030964,14.98550034,22.2234726,26.62676239,10.71333313
15.45994473,15.01799965,22.23898888,27.24071121,11.09133339
14.61825085,14.98200035,22.42717743,27.5350647,10.90133286
14.77389526,14.94299984,22.34884834,27.4930191,10.99533272
14.53042412,14.89599991,22.24899864,27.77896309,11.03600025
14.06847668,14.80300045,22.21621513,27.58552742,11.10533333
14.23099899,15.20849991,22.17492485,27.69486237,11.08199978
14.52354717,15.60149956,22.60560608,28.02285957,11.08133316
14.76171017,15.60299969,22.48223114,28.29198265,11.86133289
14.60887146,15.81700039,22.60034943,27.57711411,12.22599983
15.33492279,15.57450008,22.18468475,27.5350647,12.07400036
15.28679466,15.70650005,22.19319344,27.29117775,12.15533257
15.05019283,15.63249969,21.95270348,27.34162521,12.34933281
15.1967783,15.90600014,21.97622681,27.56028938,12.57600021
15.08832455,15.80049992,21.93168259,27.98080444,12.7266674
14.90079403,15.63199997,21.9196701,27.98921776,12.89133263
15.25116062,16.04750061,22.19719696,28.24152565,12.86666679
15.30117607,16.02549934,22.22197151,28.52747345,12.06333256
15.10894585,15.73799992,21.92417336,28.47701454,11.5539999
15.09707069,15.95199966,21.83058167,28.49383163,12.06533337
15.24460125,15.50150013,21.66516495,28.00603867,12.20466709
15.03175354,15.16149998,21.3631134,27.76213074,11.64866734
15.2083416,14.91149998,21.41791725,27.8126049,11.25199986
15.30366993,15.2585001,21.72772789,28.3929081,11.52866745
15.40274906,15.54450035,21.82157135,28.7040863,11.91333294
15.50370121,15.53499985,21.92467499,28.97322083,11.98133278
15.58621597,15.31999969,22.07232285,29.00686264,12.2626667
15.66216755,15.52449989,22.47322273,29.13299751,12.2373333
15.76811504,15.53849983,22.24199295,29.36849594,12.18666744
15.90532207,16.44650078,25.31056023,29.40213203,12.2266674
16.29507637,16.3220005,25.1076088,29.42736626,11.50666714
16.24850273,16.62700081,25.20019913,29.08254051,11.43599987
16.40759468,16.33799934,25.81106186,28.3929081,10.96666718
16.62481308,16.61050034,25.66441345,28.35926819,11.54333305
16.43884659,18.16950035,25.40540504,30.04972458,11.31066704
16.56136703,17.90800095,25.40040016,29.91515923,10.85733318
16.14880371,18.13500023,25.93193245,29.87311172,10.96466732
16.40572548,18.05400085,25.7862854,29.88993073,10.61466694
16.33695412,18.20149994,25.79029083,29.78060341,10.66266727
16.25350952,17.95000076,25.70170212,29.8815155,10.8113327
16.46353722,17.93700027,25.67842865,30.22633362,11.68000031
16.4229126,17.94449997,25.5635643,30.81505203,11.78733253
16.37637901,17.80900002,25.59434319,32.11023331,10.07733345
16.11136436,17.1779995,25.22397423,31.53832626,9.31799984
16.36506844,17.51549911,25.42617607,31.77382278,9.196666718
16.31759262,17.71899986,25.29003906,31.61401749,9.646666527
16.3477726,17.47649956,25.3198204,31.42058945,9.186667442
16.3672657,17.81100082,25.83758736,32.09341049,9.246666908
16.60399055,18.37000084,25.90665627,31.97565269,9.173333168
16.5043354,18.45849991,25.86486435,31.82427406,9.029999733
16.30439186,18.30900002,25.81456566,31.28601646,8.105333328
16.3333168,18.24699974,25.65565681,31.13348961,8.406000137
16.19027138,18.12849998,25.58333206,31.42160225,8.074000359
16.38329315,18.44599915,25.87762833,31.69277954,8.140000343
16.34117126,18.6154995,25.82307243,31.8368454,8.092000008
16.46503448,18.83200073,26.17442322,31.8961525,8.055999756
16.76872253,19.06850052,26.4867363,31.6504097,8.033332825
17.16357422,19.33550072,26.60435486,31.86225128,8.462667465
17.48140907,19.68099976,26.51626587,32.31138611,8.485333443
17.32925797,19.61499977,26.38838768,32.58254623,8.277999878
17.80363846,19.2329998,26.35785866,32.46391678,9.646666527
17.76214027,19.29800034,26.48098183,32.99776459,9.263333321
17.85330963,19.22450066,26.45996094,32.20121384,9.365332603
17.60558891,19.34749985,26.77352333,32.50627899,9.157333374
17.8071003,19.24449921,26.98048019,32.80286789,9.43999958
17.77943611,19.38899994,27.14364433,32.29442596,9.479332924
17.6477108,19.10950089,26.95920944,31.87073135,9.31000042
17.62193108,19.0625,26.77577591,31.54024887,9.83133316
17.42984962,19.21199989,26.54629517,31.09111977,9.843333244
17.52635765,19.44849968,26.85135078,31.26059151,9.862667084
17.44745636,19.38249969,26.77327347,30.94707298,10.16399956
17.31478691,19.79800034,27.14589691,30.99791527,9.865332603
17.11641884,19.7595005,27.18268394,30.71825981,9.381333351
17.25977707,20.11000061,27.54304314,31.1843338,9.549332619
17.92215729,20.14599991,27.90540504,31.03179741,9.569999695
17.8460865,19.95999908,27.82382393,31.42160225,10.09399986
17.72756386,20.21949959,27.96446419,31.72666931,10.36666679
17.60778999,19.90399933,27.98798752,31.59955597,10.07466698
17.43268204,19.6685009,27.76426315,31.59955597,10.16266727
17.63702583,19.93950081,28.04579544,31.70125771,10.02866745
17.38898277,19.89850044,27.85585594,31.48939514,10.00666714
17.00701523,19.8220005,27.65265274,31.27754402,9.970666885
17.09975052,19.68149948,27.96096039,30.61657143,9.800000191
16.97746468,19.9015007,28.5,30.85385895,9.957332611
17.08498383,20.09600067,28.55930901,30.30303574,10.08533287
16.86681175,20.05050087,28.28428459,30.10813522,9.83533287
16.75426292,19.88299942,28.28278351,30.54031944,9.71466732
16.84197235,19.54899979,28.10260391,29.64207077,9.289333344
17.17709541,19.87700081,28.76376343,30.31999779,10.75133324
17.52196693,19.7935009,28.74424362,31.15044022,10.94200039
17.42418861,19.79000092,28.93443489,31.26059151,11.39799976
16.99727249,19.98049927,28.79204178,30.82843018,11.33399963
17.26134682,20.35250092,29.12162209,30.65047455,11.77866745
17.33805847,20.22699928,29.15465546,30.44710541,11.90400028
17.4848671,19.99349976,29.03153229,30.55726433,12.10000038
17.16703033,19.37999916,28.12387466,31.19280624,11.64000034
17.30630302,19.31399918,27.55830765,30.53184319,11.30799961
15.92305565,19.7215004,28.1033535,30.73521233,11.8920002
15.74228573,19.20999908,27.70070076,31.0656929,11.68200016
15.71179295,20.15049934,28.41316223,31.23518753,12.18933296
15.73756981,17.93449974,29.5538044,32.06562805,12.09399986
15.76681232,17.30750084,28.36411476,30.91316605,11.80733299
15.99504662,17.39749908,28.48248291,30.80300713,11.91533279
16.11450958,17.32250023,28.60860825,30.35388184,11.62800026
16.20843506,17.72949982,29.02802849,30.65894508,11.8920002
16.43519211,18.05400085,29.46546555,30.98097038,12.43533325
16.7296257,18.0435009,29.35260391,31.1843338,13.10400009
16.95005798,18.08950043,29.78428459,31.49787521,13.1079998
16.9487915,17.46249962,29.6969471,31.75208855,13.02133274
17.21792793,17.86000061,30.02752876,31.87073135,13.30866718
17.2040081,17.86750031,30.10009956,31.87920189,13.21533298
17.26726151,17.68250084,30.30230141,31.94750595,13.57999992
16.99465179,17.36899948,30.08858871,32.02435303,12.90933323
16.79793167,17.48999977,30.13288307,32.22924042,13.99800014
16.6113472,17.33799934,30.12487411,32.42560577,13.97333336
16.68408775,17.5890007,30.34309387,32.17802429,14.51000023
16.5104599,17.91600037,30.53053093,32.04995728,16.53333282
16.36150742,17.98999977,30.53478432,31.9901886,16.86666679
16.6878891,18.00650024,30.51076126,32.32315826,16.83600044
16.64266014,18.10499954,30.42167282,32.7073555,16.32066727
16.69073105,17.98900032,30.09734726,32.25485992,16.70400047
16.80078316,18.19499969,30.40315247,32.79273224,16.9893322
16.83620262,18.61849976,30.48698616,32.53659439,16.84399986
16.78528404,18.6079998,30.52077103,32.57074738,16.86266708
16.77548027,18.60300064,30.4001503,32.35732269,16.41399956
16.79066277,18.5265007,30.31957054,32.28900146,15.92266655
16.95416832,18.44099998,30.02977943,32.45975113,15.62733269
16.97060776,18.53199959,30.21271324,32.67319107,16.09933281
16.7821312,18.57550049,29.7562561,32.34878159,15.85266685
16.59363747,18.68700027,29.34934807,32.18655014,15.39799976
16.65847397,18.75200081,29.83233261,32.48537064,15.59866714
16.80584908,18.93849945,30.31181145,33.76601791,16.00266647
16.8014183,18.66150093,30.01126099,33.52695084,15.72266674
16.72045326,18.44849968,29.95895958,34.43193436,15.66066742
16.85233688,18.03100014,29.60560608,34.28679657,15.25933266
17.05221176,17.59250069,28.97722626,34.57707977,14.67800045
17.23563766,17.73550034,28.99699783,34.44046783,14.6960001
17.07086754,17.1704998,28.32757759,33.97090149,14.19733334
16.99749374,16.92350006,27.88488579,33.60377502,13.82133293
16.97851753,16.91449928,28.03178215,34.40632248,14.15799999
16.97472382,16.81850052,27.89064026,34.99540329,13.89666653
17.13000679,17.14949989,28.40065193,35.36251831,14.46466732
17.15846252,17.09799957,28.40590668,35.30276489,15.35266685
17.03956413,16.68099976,28.57500076,35.0124855,15.02666664
16.81912804,16.14999962,27.26250076,34.03919601,14.14866734
16.5550518,15.88799953,27.03149986,33.97944641,13.83466721
16.55410767,16.35350037,27.87549973,33.99651337,14.36400032
16.77168655,16.59049988,28.35199928,34.55145645,14.46199989
16.55537224,15.85550022,27.33449936,33.60377502,13.61266708
16.43298149,15.58650017,26.88800049,33.47571182,13.58533287
16.49843979,15.7954998,27.26000023,33.45010376,13.20600033
16.38080025,15.8039999,27.43499947,33.93675995,12.92733288
16.41400337,16.18400002,28.19499969,34.49170303,13.27400017
16.60154152,16.24550056,27.16699982,34.15873718,13.20800018
16.79857826,16.5435009,26.96850014,34.09896088,13.62533283
16.81532669,16.4659996,27.27499962,34.14165497,14.57600021
16.59553909,16.22900009,26.87549973,33.88552094,13.86600018
17.95606422,16.85750008,26.72200012,34.03066254,13.85733318
18.08794975,15.19149971,26.15500069,34.07336044,13.32333279
18.78845406,14.82900047,26.14900017,34.89295959,13.23400021
18.73279572,15.01900005,26.81649971,34.58560562,13.79466724
18.66194916,15.20650005,26.74399948,34.49170303,13.85933304
18.70591164,15.39449978,26.92650032,34.15019608,13.84866714
18.74069977,15.4005003,26.69350052,33.88552094,14.06066704
19.00572014,15.50249958,26.76650047,33.66355133,14.44066715
18.79857635,14.86900043,26.12849998,33.34766769,13.81866741
18.73279572,14.63549995,25.89999962,33.65499878,13.42333317
18.69940567,14.41600037,26.00849915,33.84284592,11.90600014
18.62148857,14.61200047,26.33099937,33.75746918,12.15066719
18.85332298,15.14299965,26.92149925,34.12457275,12.3113327
18.88289642,15.23200035,27.07699966,34.75221634,12.67733288
18.8863945,14.88099957,26.72050095,34.59744644,12.70800018
18.72579575,14.75949955,26.45599937,34.04720306,12.57266712
19.00216103,14.88500023,26.41500092,34.24495697,12.77066708
19.22731781,14.8380003,26.94149971,34.17618179,13.07266712
19.2311306,15.05949974,27.01950073,34.11598587,13.02000046
19.28202248,15.25049973,27.48500061,34.69203186,13.2966671
19.31254387,15.24549961,27.77249908,34.47709274,13.65866661
19.53071213,15.61200047,28.19000053,34.4942894,13.81999969
19.8964386,15.54100037,28.74349976,34.55446625,14.10400009
19.8449192,15.50800037,28.52249908,34.39971542,14.01599979
20.20650482,15.68900013,28.52799988,34.68343735,14.01599979
20.1308136,15.62749958,28.58250046,35.19930267,13.85133266
19.99247742,15.44200039,28.21699905,35.07033157,13.64666653
20.27519989,15.35949993,27.72550011,34.64045334,13.66266727
20.50671768,15.33899975,27.68799973,34.66624069,13.59933281
20.58718109,16.17849922,28.24650002,35.43143082,13.79333305
20.53058052,16.48349953,28.30150032,35.66358566,13.87800026
20.85908508,16.375,28.53650093,35.48303223,13.68733311
20.98152733,16.62050056,28.41500092,35.34547043,13.48666668
20.89471436,16.76000023,28.375,35.13052368,13.63133335
20.54520416,16.2954998,27.97500038,34.88978577,13.56799984
20.32035828,16.31349945,28.01749992,35.44863129,13.76133347
20.52516747,16.38100052,27.61499977,35.68077469,14.97399998
20.49844742,16.28100014,27.53100014,35.83553314,15.44466686
20.52071571,16.71899986,28.03300095,35.80975342,15.14133263
20.44947624,16.35000038,28.24950027,35.68937683,15.18599987
20.23799133,16.20999908,28.32600021,35.83553314,15.30599976
20.2201786,16.36199951,28.71450043,36.10207367,15.81466675
20.09774208,16.20800018,28.62700081,35.89571762,15.5
20.11555099,16.37199974,29.29649925,36.13645935,15.79266739
20.23576736,16.28450012,29.2385006,35.86992645,15.70666695
20.47619629,16.22850037,29.28450012,36.32560349,15.93733311
20.68767548,16.23900032,29.23349953,35.85273361,16.00399971
20.8190155,16.61949921,29.57449913,35.99889374,15.98133278
20.81011581,16.64249992,29.53899956,36.02469254,15.29533291
20.93255043,16.87450027,29.65399933,35.93871307,15.28333282
21.36442757,16.67749977,29.53800011,36.10207367,14.84399986
21.22640419,16.19050026,28.92000008,35.9215126,14.60466671
21.23530769,16.49850082,29.16799927,35.82694626,14.87066746
21.15739441,16.39599991,29.00200081,35.84413147,14.63066673
21.1974659,17.30999947,29.33250046,36.18804169,14.54199982
21.47128487,17.76600075,29.71299934,36.23102951,15.11333275
21.21972847,17.72200012,29.65299988,36.49756622,14.63866711
21.09951401,17.79500008,29.53100014,37.8990097,14.47733307
20.72329712,17.62249947,29.04100037,38.28591156,14.35999966
21.02159691,17.93300056,30.25550079,38.42347717,14.66800022
20.91252136,17.98800087,29.92200089,38.5524292,14.70266724
21.08615494,18.04199982,30.17849922,38.54383469,14.63866711
21.63602257,17.90699959,30.2595005,38.57823181,14.83266735
21.60040474,17.93050003,30.15049934,38.17413712,14.90266705
21.74287796,16.20050049,29.90399933,38.26011658,14.9046669
22.04340744,16.02050018,29.95100021,37.80443192,14.98799992
21.90093231,16,29.69750023,37.73563385,15.00066662
21.84972763,16.12549973,29.77199936,37.46911621,15.26133347
21.28206253,15.64949989,28.97750092,37.10801315,14.88666725
21.40004349,15.35299969,28.68000031,36.85007858,15.55133343
21.27982903,15.68249989,29.1135006,37.28856659,15.90133286
21.17520714,15.61600018,28.65699959,37.03923035,15.899333
21.13958168,15.69449997,28.72450066,36.74689865,16.5953331
21.13735008,15.57250023,28.59049988,37.16819382,16.82600021
21.19551277,15.84000015,28.89699936,37.14240265,16.54199982
21.47516823,15.91650009,28.86249924,37.14240265,17.28800011
21.4706955,15.9659996,28.6060009,37.41753387,17.3306675
21.75482559,16.31399918,29.22800064,37.8990097,17.35400009
21.81298828,16.66049957,29.23250008,38.06235886,17.42533302
21.92037582,16.68149948,29.18549919,38.50945282,17.46733284
22.18437386,16.72649956,29.63500023,38.78458023,17.32933235
22.49086571,16.75650024,29.85549927,39.21714783,17.11733246
22.4998188,16.78899956,29.77050018,38.8883934,17.04733276
22.50205803,16.64550018,29.62100029,39.12198639,16.95599937
22.66761589,16.5795002,29.62700081,39.06141663,17.1186676
22.71683502,16.70100021,29.5284996,39.07873535,17.50333214
22.57141495,17.09149933,29.40600014,38.94030762,17.44933319
22.84882355,17.1590004,29.14999962,38.81917953,17.54999924
22.87567711,17.00099945,29.01600075,38.8278389,17.59066772
22.9316082,16.95199966,29.11800003,39.30366135,17.97999954
23.11058426,17.11899948,29.43149948,39.00951004,18.94133377
22.13515091,16.95000076,29.47599983,38.89704514,18.74600029
21.95170021,17.29750061,29.65699959,39.15659714,19.06933212
22.1418705,17.31900024,29.88899994,39.71892929,18.49266624
22.00539398,17.11700058,30.0814991,40.2034111,18.80733299
21.92261505,16.48749924,29.5984993,40.45431137,18.56533241
22.59602737,16.56649971,29.67099953,40.52352524,18.73999977
22.69222069,16.52599907,29.55550003,40.66194153,18.68733215
22.74368095,16.55949974,29.24500084,40.40239334,18.61333275
22.73696709,16.19449997,29.08200073,40.00443649,16.92399979
22.5647049,16.38800049,29.43899918,40.45431137,17.38266754
22.72578049,16.20000076,29.66449928,40.24668503,17.42533302
22.7727623,16.25,29.8635006,40.38510132,17.58799934
22.58707237,16.56599998,30.27000046,41.11182022,17.28800011
22.60944557,16.22500038,29.8635006,40.71385956,16.66866684
22.96292686,16.18149948,29.55900002,40.28128052,16.69400024
22.76381683,16.41049957,29.92099953,40.73116302,16.8093338
21.89577103,16.0965004,29.26250076,39.83141327,16.46333313
22.54009247,16.16049957,29.39500046,40.15151596,16.44000053
22.39690971,16.0909996,29.39049911,40.1774559,16.35066795
22.54009247,16.12199974,29.4204998,40.10824203,16.17866707
22.18884468,15.87300014,28.98150063,39.71028519,16.01600075
22.3499279,15.9204998,29.04400063,39.5891571,16.76133347
22.28728294,16.13699913,29.3125,39.87466431,17.01399994
22.28728294,16.11000061,29.38899994,39.87466431,17.37466621
22.09264374,15.84899998,28.70499992,39.39017487,17.30466652
22.55127907,16.13500023,29.18700027,40.47161102,17.28533363
22.60049629,15.76850033,28.54050064,39.66702652,17.13400078
22.53561401,15.56949997,27.7595005,38.09246445,15.79399967
22.32979393,15.32250023,27.23749924,37.76369858,14.97266674
22.09264374,15.41549969,27.43449974,37.8329277,15.13733292
21.82193565,15.29850006,27.03650093,37.3916893,15.31333256
21.53557777,15.14299965,26.84600067,36.9764061,15.09000015
21.85102463,15.18200016,26.14850044,37.74640274,15.16533279
22.31860542,15.31050014,26.61899948,38.13571548,15.36466694
22.92489815,15.76650047,26.9015007,38.8278389,15.68933296
23.04122543,15.64850044,27.1345005,38.39526749,15.40666676
23.45288086,15.6590004,27.68250084,38.94896317,15.68599987
23.54013824,14.35299969,27.44499969,39.90927124,15.68266678
23.515522,14.49849987,27.49399948,39.71892929,14.77799988
23.88019562,14.77950001,27.9470005,40.2207222,16.18466759
24.01442528,14.70600033,27.92250061,40.33318329,15.87333298
23.93388939,14.95349979,28.01350021,39.84005737,15.91066742
24.16208076,15.27299976,28.39349937,40.61869049,16.11333275
24.4752903,15.28600025,28.18849945,41.04261017,16.17266655
