AAPL,MSFT,AMZN,GOOGL,TSLA
24.29631424,15.14050007,28.20949936,41.15509033,15.92866707
24.35448456,14.82600021,27.79750061,41.40597916,15.39799976
24.42414474,14.83199978,27.58449936,42.13269806,16.08133316
24.49379539,14.99300003,27.5909996,42.11539459,16.01333237
24.45335579,15.25549984,27.91150093,42.29706573,16.12866783
24.64883614,15.60050011,28.06450081,42.27977753,16.73866653
24.99711037,15.57549953,27.91250038,42.20191574,16.60666656
25.3498764,15.82400036,27.8220005,42.91998672,16.78000069
25.65546036,16.39100075,27.7595005,42.89403534,17.24533272
25.61276817,16.15250015,27.33200073,42.79020691,16.93199921
25.94530869,16.24650002,27.22550011,42.43325806,17.18000031
25.76555824,16.32699966,27.36000061,41.98054886,16.51600075
26.13405037,16.52700043,27.18799973,42.39843369,16.5806675
26.17000389,16.63150024,27.29450035,41.77159882,16.18533325
26.65534019,16.78199959,27.37400055,41.43206787,16.44799995
26.42390823,16.75200081,27.46150017,41.32760239,16.53933334
26.73847961,16.67849922,27.3864994,41.57137299,16.56266785
26.7227459,16.93199921,27.45400047,41.62360764,16.30133247
25.8554306,16.29999924,26.98250008,42.32879639,15.44266701
25.75657082,16.31550026,26.92950058,42.18947983,15.42866707
26.04867172,15.82499981,26.8484993,41.85866547,15.28666687
25.94981194,15.8465004,27.12899971,42.52032471,15.21866703
25.83970642,15.63150024,26.40399933,42.15466309,14.91399956
25.2555027,15.33199978,26.53650093,41.52783203,14.29066658
25.64197922,15.625,26.80550003,41.43206787,14.45933342
25.15439224,15.29199982,26.40200043,40.83134842,13.98933315
25.08024406,15.36800003,26.60549927,41.06641006,13.92533302
24.65556908,15.36600018,26.07550049,40.87487411,13.80000019
24.31853485,15.30350018,25.79199982,40.63110733,13.60266685
23.98598862,14.75300026,24.90800095,39.31650925,13.18733311
24.58367538,14.94400024,25.32250023,39.82144547,13.72133255
25.31167984,14.88650036,25.7310009,41.37112427,14.55066681
25.11619568,14.99499989,26.00200081,41.49300003,14.61933327
25.37683868,15.32699966,26.61499977,41.77159882,14.84000015
25.2869606,15.31449986,26.93849945,42.1807785,14.73133278
25.16787148,15.15149975,26.8465004,41.91090012,14.81733322
25.61276817,15.4545002,27.07600021,41.68454742,15.18799973
25.59478951,15.60200024,26.8654995,41.31018829,15.04733276
25.28246117,15.51500034,26.76399994,40.93582153,14.81533337
24.80162811,15.51749992,26.53300095,40.43957901,14.82733345
24.56569481,15.42599964,26.47750092,40.7094574,14.62066746
23.87363434,15.10949993,25.97299957,40.3351059,14.00599957
23.87589073,14.76449966,25.33200073,39.74308777,14.08533287
24.21067619,14.92099953,25.25749969,40.24804688,14.06333256
25.14090729,15.02299976,25.34550095,41.43206787,14.0413332
25.16787148,14.8465004,25.0359993,41.08382034,13.77733326
24.54771996,14.57050037,24.85300064,40.57015991,13.48066711
24.76567078,14.73700047,25.09000015,40.36122513,13.61666679
24.67129898,14.66349983,25.29649925,40.0129776,12.84599972
24.0017128,14.34749985,25.20050049,39.59508514,12.7913332
23.81521988,14.5369997,25.52300072,40.25675201,12.87133312
24.42863274,14.47200012,25.49699974,40.38734055,12.79533291
24.61512566,14.86250019,26.01950073,39.97815323,13.10466671
25.2555027,15.51599979,26.86499977,41.03157806,13.44133282
25.3858242,15.61950016,27.09749985,41.0751152,13.41933346
25.41278839,15.4829998,26.83600044,40.92711258,13.77000046
24.52300072,15.33749962,26.05949974,37.13998795,13.73200035
25.90936661,15.19550037,25.62150002,35.86018753,13.2913332
26.71601105,15.58899975,25.66150093,36.57409286,13.68000031
26.32504463,17.72649956,26.87750053,35.1724205,13.57333279
26.65534019,18.2234993,26.61000061,35.93854523,14.06266689
26.65983772,18.17749977,26.66500092,36.2171402,14.55733299
26.86430359,18.23749924,26.30500031,36.42609406,14.56999969
27.05604744,18.69449997,26.49150085,36.95716095,14.73266697
26.82821465,18.7140007,26.69400024,36.92233658,14.49066734
27.00642014,18.52799988,26.4640007,36.87880707,14.49866676
27.5252552,18.64999962,27.00799942,37.08774185,14.41933346
28.17041397,18.75699997,26.89999962,36.89621735,14.18666744
28.52683067,18.85849953,27.30050087,37.51434326,13.5253334
28.66669464,19.09149933,27.55800056,38.19342804,13.58466721
28.83587837,18.77149963,27.25049973,38.21095657,13.62333298
29.0366497,18.6685009,27.13249969,38.16711044,13.63066673
28.97573853,18.95000076,27.32250023,38.14080811,14.11400032
29.21259308,19.18300056,27.09000015,38.4564476,14.47399998
30.00212479,19.00699997,26.75,38.71073532,13.82266712
29.81489372,18.92950058,26.93250084,38.65811539,13.60733318
29.0524292,19.26849937,27.36650085,38.57043839,13.58399963
29.42012215,19.23999977,27.96450043,38.63181686,13.81266689
28.97799301,19.00799942,28.13150024,38.44769287,13.55599976
29.12010956,19.28300095,28.75099945,38.47399902,13.15533257
29.1810112,19.23049927,28.93950081,37.94791412,13.3039999
28.99604225,19.13599968,28.91650009,37.75502014,13.49600029
28.51555634,19.39150047,29.07150078,37.79885483,13.37533283
28.55841637,19.00449944,28.64500046,37.14125061,12.92533302
28.68022919,18.9279995,28.70499992,37.57089233,12.72533321
28.08695793,18.47550011,27.99250031,36.85191345,12.68799973
27.57488632,18.31850052,27.78450012,36.80806732,12.91600037
28.07341385,18.71199989,28.05850029,35.96635818,12.73799992
27.87941933,18.52899933,27.64999962,36.28200912,12.57866669
28.18621063,18.66749954,28.08200073,36.43983078,13.0466671
28.65766716,18.59600067,27.88050079,36.56256866,12.98200035
28.98024368,18.75699997,28.30800056,37.26400375,13.38066673
28.76143456,18.66200066,28.18350029,37.07988358,13.04333305
28.4005127,18.92449951,28.24749947,37.59718323,13.20533276
28.69601631,18.75550079,28.26849937,37.57965088,13.30866718
28.57871246,18.7045002,28.87700081,37.61473465,13.44799995
27.8320446,18.54800034,28.35000038,36.35213089,12.9533329
28.02604485,18.36750031,28.18199921,36.13293839,12.69400024
27.80272293,18.52799988,27.87750053,35.9224968,12.33333302
28.50652885,18.72949982,28.05699921,35.91373062,12.70466709
28.06890297,18.60499954,27.73500061,35.65070343,12.58466721
28.02830124,18.51300049,27.47450066,35.70329666,12.50599957
28.26967049,18.61249924,27.06550026,35.3262825,12.73333263
28.72759819,18.85199928,27.19750023,36.43103409,13.53999996
28.42532349,18.72050095,27.24300003,36.41352463,13.55000019
28.33283424,19.05999947,27.44199944,36.31706619,13.84466743
28.54938507,19.17700005,27.40099907,36.36966324,14.00599957
28.67120361,19.13249969,27.42700005,36.58010483,14.06000042
28.61480904,19.11800003,27.43199921,36.61517715,13.98533344
28.49074173,19.25550079,26.98900032,36.51873398,13.83066654
28.5990181,19.17250061,27.05200005,37.05357742,13.85533333
28.46141434,19.30200005,27.1760006,36.96589661,13.77999973
28.14109039,18.77799988,26.63699913,36.49241257,13.78600025
28.78399086,19.47550011,27.22649956,37.62349701,13.68466663
28.62834167,19.55900002,27.14599991,37.38676071,13.96066666
29.01408577,19.48999977,27.45899963,37.69364548,14.62933254
29.25094223,19.49950027,27.87299919,38.0005188,14.57333279
29.3885498,22.25499916,28.68300056,41.97242355,14.56200027
29.923172,21.9279995,28.30599976,42.11271667,15.43666744
29.45170403,21.46549988,28.21850014,43.10350418,15.3653326
29.01860046,21.46850014,28.06949997,43.01581573,15.49666691
28.23132706,21.0890007,27.43849945,42.64756393,15.06999969
29.08852386,21.14349937,27.55800056,42.66508865,15.06866741
29.03212738,21.15200043,27.6420002,42.2968483,15.36733341
28.37794876,21.05949974,27.15200043,41.73568344,15.52999973
28.19974136,20.95499992,26.75399971,40.57831192,15.36200047
28.37416649,21.34399986,27.10199928,40.94657135,15.78666687
28.90875435,21.68449974,27.44750023,41.86721802,15.77400017
28.61427307,21.64249992,27.28899956,41.53402328,15.9659996
28.51234436,21.5510006,26.93650055,41.51649094,16.31599998
28.54405785,21.34350014,26.97450066,41.76199722,16.21199989
29.21002769,21.61400032,27.45999908,42.71770477,16.2733326
29.16925812,21.29999924,27.32449913,42.34944916,16.58933258
29.49091721,21.26199913,27.33349991,42.09518051,16.58333206
29.46373558,21.08550072,27.4640007,41.98927689,16.47599983
29.46147537,21.19300079,27.62549973,41.98927689,16.29000092
29.76274109,21.5814991,27.84049988,41.84807968,16.37466621
30.02324677,21.38150024,27.72599983,41.38917542,16.51533318
29.36180115,21.27350044,27.35950089,41.11560059,16.49733353
29.9099865,21.57099915,27.71249962,42.01574707,16.49533272
29.85108566,21.32850075,27.70899963,41.8745575,16.76333237
29.51130676,21.46150017,27.26600075,41.35388184,16.71999931
29.57020187,21.54599953,27.46050072,41.68041229,16.62999916
29.43881798,21.54949951,27.69750023,41.40683365,16.55666733
29.47505569,21.8295002,27.76449966,41.34505844,16.59933281
29.30290222,21.53899956,27.58449936,40.91263199,16.39466667
29.14207077,21.34749985,27.47649956,40.71848297,16.60933304
28.94952393,21.17499924,27.17399979,40.35665894,17.08600044
28.86344719,21.27400017,27.1079998,40.28604889,17.06666756
29.19417191,21.53849983,27.62999916,41.13325882,16.71333313
29.12848473,21.64850044,27.50200081,40.98323059,16.7606678
28.80681992,21.49600029,27.37350082,40.56845474,16.71266747
28.75019073,21.18350029,27.14999962,40.13602066,16.69199944
28.90422249,21.36300087,27.24349976,40.44490814,16.87466621
28.83626938,21.39049911,27.32999992,40.56845474,17.36066628
28.96765137,21.96949959,27.80900002,41.23033142,17.45933342
28.67770576,21.74600029,27.87599945,40.68318558,17.50066757
28.9064827,21.81450081,27.98399925,40.79789734,17.31933212
28.77510262,22.29949951,28.16950035,40.51550674,17.84466743
29.01975441,22.04199982,27.92849922,40.27723312,17.6779995
28.88157272,22.00499916,27.89749908,40.28604889,17.9193325
28.71167564,21.90500069,27.65299988,39.94187927,17.80599976
28.20879745,21.49300003,27.0625,39.15645218,17.46800041
28.41267204,21.7045002,27.00200081,38.96231842,17.88400078
28.67770576,21.86949921,27.16500092,39.22706604,17.94333267
28.64146233,21.88549995,27.36700058,39.18293381,18.66799927
28.5417881,21.80200005,27.28100014,39.17411041,18.64800072
28.47157288,21.83600044,27.50149918,39.0946846,17.85866737
27.7648201,21.48500061,27.08499908,39.04173279,16.99733353
27.19851112,21.71949959,27.23250008,39.28881836,17.19466782
27.92565155,22.17550087,27.80550003,39.36825562,17.27666664
28.46476936,22.7784996,28.58650017,40.18898773,17.47733307
28.45344162,23.2784996,29.20899963,40.2595787,17.70999908
28.72753906,23.05949974,29.19799995,40.38312531,17.54266739
29.1103611,23.77400017,30.0890007,41.17737961,17.77866745
29.36180115,24.15049934,34.98099899,41.14207458,18.31066704
29.91678047,24.40500069,34.64199829,41.40683365,18.81733322
29.61776733,24.39999962,34.76750183,41.72452164,17.78466606
28.36510849,24.41349983,34.75500107,40.18898773,17.8579998
28.351511,24.10899925,33.73649979,40.69200516,17.81333351
28.20200729,26.47100067,32.73849869,40.54198837,17.69400024
27.81011963,26.57049942,32.91350174,40.02130127,16.86733246
27.94830132,26.30150032,32.98300171,40.01248932,17.6546669
27.85996246,26.45000076,33.07149887,40.85085297,17.58799934
27.71951485,26.83799934,33.22800064,41.37153244,17.7859993
27.4771328,26.80750084,32.875,41.21268082,17.74333382
26.82928276,26.75149918,33.23600006,41.30975342,17.3326664
25.96849442,26.59499931,33.06399918,41.95397568,17.75200081
26.14065742,26.85050011,33.66450119,41.98927689,18.00866699
26.19753647,26.47299957,33.50749969,41.14207458,16.40866661
26.28628349,26.13100052,33.2195015,41.24797821,16.1673336
27.24197769,26.20000076,33.1570015,41.76865005,16.07600021
25.8243618,26.37299919,34.51499939,40.95675659,15.82466698
26.22257423,26.2954998,34.57350159,41.24797821,15.87800026
26.20209312,26.4829998,34.32550049,41.23915482,16.1673336
26.38640404,26.57600021,34.46849823,41.47742844,16.20999908
26.6594677,26.76099968,34.70550156,41.75983047,16.99933243
26.50927734,26.75099945,34.43650055,41.99078751,17.3813324
26.1702404,26.64599991,34.70199966,41.40450287,17.01666641
25.63322258,25.78899956,33.97399902,40.56059647,16.14533234
24.06542015,24.7234993,32.20149994,38.25984573,15.3846674
23.46469879,23.1685009,30.90550041,37.02509308,14.59133339
23.60577583,23.31850052,30.62350082,35.95023727,14.66866684
24.95968056,25.03849983,32.98699951,37.94005966,14.98933315
25.69466019,25.9185009,33.39799881,38.99715424,16.19933319
25.77884865,25.90049934,32.98450089,39.02381134,16.56533241
25.65825653,25.64450073,32.39099884,38.65960312,16.60400009
24.51141167,24.82699966,31.47800064,37.14945984,15.90866661
25.5626812,25.52750015,32.24549866,38.51747131,16.5126667
25.11441231,25.23600006,31.85250092,38.64183426,16.37133217
24.86411095,24.95000076,31.44799995,37.85122681,16.12866783
25.5558567,25.87700081,32.19400024,38.98827362,16.54466629
25.06435013,25.84449959,32.17050171,38.25984573,16.59399986
25.61502075,26.11199951,32.55400085,38.45528412,16.56533241
25.98819733,26.47200012,32.76499939,38.62406158,16.68266678
26.23849487,26.06900024,32.62350082,38.23320389,16.8793335
26.4592247,26.11849976,33.25350189,39.0682106,16.9046669
26.48880005,26.36949921,33.27600098,39.35248947,17.48333359
25.92221451,26.94350052,33.58349991,39.30807114,17.47133255
25.81526375,27.01300049,33.04600143,38.62406158,17.37466621
26.21574402,27.41950035,33.34899902,39.18371201,17.61333275
25.80388451,26.92000008,32.65999985,38.99715424,17.39599991
26.01322937,26.80349922,32.66450119,38.9705162,17.40399933
26.16796112,26.6875,32.74549866,39.00604248,17.54133224
26.10197258,26.21249962,32.00749969,39.03268814,17.12733269
25.58543587,25.20299911,31.21249962,38.45528412,16.56200027
24.81633186,24.80349922,31.13050079,38.58853149,16.44333267
25.09848785,25.59449959,31.9185009,39.31695557,16.55999947
24.93465614,26.0359993,32.09999847,39.62786484,15.99199963
25.1166954,26.62700081,32.84949875,40.48064804,16.50466728
25.20771408,27.18400002,33.58399963,41.4222641,16.40999985
25.32830811,26.87400055,33.58200073,41.528862,16.09733391
25.20771408,27.09700012,33.5,41.57328033,15.46399975
24.91645241,26.65800095,33.34999847,42.15068817,15.11466694
25.51262283,26.98999977,33.56200027,41.84865952,14.71266747
25.39429855,27.5095005,33.82149887,41.75094223,14.37199974
25.43753242,27.44499969,34.15850067,41.65323257,14.61666679
25.07800484,27.24150085,34.02050018,41.46668625,14.4586668
25.4534626,28.12199974,34.65100098,41.75982285,14.75399971
25.26687431,28.53800011,34.76599884,42.20397949,15.13399982
25.42387772,28.65749931,34.99750137,42.30170059,15.20666695
25.88806915,28.04400063,34,42.43495178,14.20199966
25.88580513,27.78849983,33.59000015,41.92861176,14.00599957
26.28173256,28.19549942,34.05699921,42.66590881,14.11466694
27.09635162,29.95149994,35.96649933,46.96538162,13.93933296
26.2316761,30.43050003,36.55599976,48.19124985,14.350667
26.0655632,30.55050087,36.64099884,47.69379425,14.0233326
27.13958549,30.85499954,36.84600067,47.95139694,14.19733334
27.42629623,31.32749939,37.24250031,47.40065002,14.10866737
27.19192314,31.29500008,36.86949921,46.76105499,13.79533291
27.5742054,31.41749954,37.38700104,47.29405975,14.25266743
27.89049721,31.26549911,37.44100189,48.10241318,13.89000034
27.7607975,32.04750061,37.76549911,48.32449341,15.44200039
27.63282013,32.78250122,38.03350067,48.30672836,15.45133305
27.664814,32.96849823,38.08000183,48.78642654,15.49066734
27.55283928,32.7745018,37.73849869,48.11130524,15.02200031
26.68445587,32.98400116,37.9129982,47.5338974,14.4333334
26.53363037,33.66249847,38.26250076,47.65826035,14.60533333
26.44450569,33.27999878,37.82649994,47.36510849,14.1960001
25.67210388,32.11750031,37.00350189,46.93872833,13.81266689
26.09258461,32.39049911,37.52099991,47.76485825,14.28733253
25.9806118,32.16500092,37.29899979,47.37136078,14.26666737
26.80328941,33.17699814,38.00049973,48.15834427,14.73799992
27.14377975,33.06349945,37.99700165,48.23885345,14.78666687
27.26260948,33.42250061,38.84999847,48.46240997,14.66733265
26.90840721,33.94950104,38.83499908,48.46240997,14.51666737
27.16663742,33.55749893,38.48149872,48.51607513,14.55000019
26.97238541,33.76699829,38.46300125,48.01527023,15.30933285
26.92211914,33.6629982,38.5984993,48.22990417,15.44066715
27.03409958,33.24000168,38.14250183,48.6055069,15.350667
26.81471062,33.95299911,39.1894989,49.38356018,15.81266689
26.57248688,33.80049896,38.89250183,49.3746109,15.4659996
26.32567406,33.3125,38.40999985,48.47135544,15.51399994
27.20091248,33.63199997,38.96049881,50.00061417,15.35866737
27.02951813,33.49150085,38.6495018,49.91118622,15.40866661
27.01809692,33.86650085,38.75699997,49.89330673,15.11466694
26.42165756,33.23949814,38.12749863,49.16891861,14.96800041
26.5473423,33.11600113,38.0019989,49.42827225,15.13799953
25.86406136,32.00749969,37.52099991,48.34616089,14.46800041
25.70409775,32.89550018,38.1269989,49.3120079,14.57199955
25.24933624,32.93199921,38.00450134,49.36566925,14.73933315
25.44358826,33.78850174,38.82949829,50.19738007,15.63399982
24.90427208,33.53250122,38.49150085,49.81282425,15.55933285
24.23013878,33.20700073,37.84249878,48.40875626,15.36400032
24.52721024,33.2254982,38.04000092,49.03477859,15.50399971
24.50435638,33.15750122,38.35649872,49.49981689,15.32999992
24.81972313,33.18500137,38.42549896,49.92014313,15.31333256
24.68717766,33.13949966,38.29199982,49.78598404,15.37133312
24.4106636,33.75999832,39.11199951,50.03639984,15.26333332
24.84942818,34.69850159,39.69800186,50.57297516,15.81266689
24.52492523,34.45349884,39.51499939,50.35834122,15.87266731
24.05416679,33.79449844,38.90050125,49.61606979,16.00066757
24.07474518,31.84950066,37.97200012,49.0079422,14.89400005
23.47144127,31.68950081,38.07649994,49.23151779,14.89533329
23.01211357,31.63249969,37.96649933,48.33721924,14.60266685
22.04089355,30.39699936,37.04999924,46.65592575,14.37666702
22.15744591,30.35250092,36.54550171,46.79901505,14.0666666
22.51622391,30.88699913,36.6534996,46.77218628,13.85666656
22.84301186,30.89450073,37.26699829,47.20143509,13.99800014
22.25570679,29.09049988,35.97850037,46.18193817,13.35400009
22.74245834,29.64999962,36.56949997,47.4965744,13.74533272
22.19629478,28.50900078,35.5245018,45.60063553,13.66600037
22.08889198,28.72400093,35.95399857,45.21609497,13.64799976
22.11859322,28.58849907,35.9280014,45.42177963,13.24666691
22.00662422,28.75099945,36.33349991,45.14453888,13.33133316
23.17664528,29.81900024,37.27299881,46.76324081,13.50333309
22.72417641,29.82649994,36.68099976,46.31607819,13.09200001
22.84986305,30.0625,36.6894989,46.65592575,12.90400028
21.34848404,29.16749954,35.87900162,45.80632019,12.53800011
21.50159073,31.76749992,37.41500092,46.55754089,12.64666653
22.24427795,29.35000038,38.06750107,49.26729584,12.74666691
22.03632736,28.7404995,38.53850174,48.9274559,13.12933254
21.59071159,27.60499954,39.04550171,47.39818573,12.18533325
22.01805115,26.55349922,37.46900177,46.64697647,11.56533337
22.19496536,26.81299973,36.50149918,46.50389099,11.6886673
21.60217285,25.10650063,35.18799973,44.85836411,10.84000015
21.82964706,24.40500069,35.20800018,44.18763733,9.866000175
21.82504845,24.10350037,35.05099869,44.0713768,9.883333206
21.65961647,24.52400017,35.34249878,44.45592499,9.578000069
21.52865219,25.19099998,35.31800079,44.43803406,10.03133297
21.59528732,25.35400009,35.3445015,45.16242218,10.06933308
22.20415306,26.05500031,35.88199997,46.01812363,10.34466743
22.5442028,26.70499992,36.5984993,47.21608353,11.24533272
22.11684608,26.25,35.87549973,47.00892258,11.11800003
22.06629372,26.74500084,36.10549927,46.67564774,11.10533333
22.25929642,27.97500038,36.45249939,47.42325211,11.84933281
21.75611496,27.64699936,35.86449814,46.09918594,11.81400013
22.08008194,27.70199966,36.04499817,46.26131439,11.9333334
22.23172951,27.75749969,36.45600128,46.92784882,12.49533272
22.26618576,27.7614994,36.24300003,46.20726013,12.68933296
22.21563911,27.62599945,35.86100006,45.82897186,12.79533291
23.09792137,28.95199966,37.10850143,47.36019897,12.42333317
23.14847565,29.01049995,36.97399902,47.69346619,12.55599976
23.32079506,28.87450027,36.57949829,47.15303421,13.04933262
23.66773605,28.75699997,36.51100159,46.86479187,13.40266705
23.40580368,28.13999939,35.63999939,45.96408081,13.68599987
23.21280479,28.01300049,35.67649841,46.52253342,13.50666714
23.23348045,27.9734993,36.27050018,47.59439087,13.91466713
23.24497032,27.94650078,36.60850143,46.8828125,13.67866707
23.49541473,28.48049927,37.24349976,47.80156326,13.83333302
23.55515671,28.6685009,37.51200104,47.89162827,14.34333324
24.02845955,28.85099983,37.5284996,48.26993179,14.55599976
24.34783173,28.71349907,37.86800003,48.95448685,14.79533291
24.30876732,27.97200012,37.92399979,49.23370361,15.09200001
24.33633804,27.60400009,37.77050018,48.17986679,15.51599979
24.3340435,27.6989994,38.10800171,48.51314163,15.88799953
24.52014923,28.02400017,38.00249863,48.70228195,15.61600018
24.38458824,28.48150063,37.87799835,48.61221313,14.83866692
24.27890015,29.14749908,37.74200058,48.82839584,15.1833334
24.16861725,28.99349976,37.66400146,48.22489929,15.350667
24.74072075,29.69300079,38.29449844,49.27874756,15.34200001
25.17267609,29.93449974,38.41699982,49.58499908,15.1260004
25.04170418,29.68199921,38.14500046,49.74713135,15.31799984
25.27147102,29.92499924,38.48350143,50.05337143,15.83933258
25.53109741,29.65950012,38.25600052,49.92726898,16.4659996
25.23011208,29.30699921,37.92850113,49.1436348,17.03133392
25.49433899,30.10400009,38.4034996,49.64805222,17.69466782
24.93831253,29.57150078,38.00600052,49.05357361,17.14666748
24.96588898,29.72999954,37.9734993,49.01753998,16.67133331
25.04859543,29.79649925,37.8769989,48.91846466,16.66133308
25.37486458,30.15850067,38.2159996,49.22470474,16.52133369
25.74247932,30.74099922,38.59550095,49.85520554,16.96866608
25.75626945,31.03750038,38.76950073,49.86422348,16.79066658
25.23930359,31.29450035,39,50.12542725,16.96733284
24.694767,31.76749992,39.38399887,50.85502243,16.92533302
24.56380272,31.39500046,38.8125,50.79196548,16.49133301
24.61434937,31.64949989,38.74599838,50.07138824,16.66466713
24.34783173,31.54999924,39,50.24253464,16.55266762
24.28119659,31.02499962,36.88850021,46.63961029,16.91666794
24.14333916,31.30999947,37.11050034,46.93686676,16.78800011
23.97561264,30.84399986,36.26850128,46.33338165,16.91600037
22.47526932,30.32850075,36.07300186,45.88301468,16.76466751
21.78828812,30.10000038,35.25299835,44.94625854,16.51399994
21.5378437,32.97949982,35.39400101,44.91923523,16.05066681
21.51486969,34.19250107,35.72050095,45.58576965,16.12000084
21.86870384,33.56600189,35.42200089,44.83816528,15.48799992
21.64123917,33.54499817,35.56850052,44.91923523,14.83733273
21.55339813,32.95449829,35.73550034,44.98227692,14.10200024
21.4331913,33.69749832,36.25899887,45.3876152,14.32866669
21.44937897,33.98749924,36.45650101,45.09937286,13.92800045
21.59500504,35.1534996,36.96900177,45.95506668,13.91266727
21.38464928,35.66149902,36.52750015,45.98209381,13.93066692
20.88303185,35.89649963,36.4034996,46.39642334,13.81866741
20.92464066,35.49599838,36.24150085,46.0091095,13.84066677
21.70133591,35.53300095,36.51499939,46.68465805,13.88599968
21.61118698,34.76350021,36.0094986,45.81390762,13.64400005
21.85852814,34.87250137,36.0890007,46.08601379,14.07800007
21.77530479,34.92599869,35.76549911,45.6415863,14.34733295
22.01109695,35.13999939,36.08549881,45.91368103,14.68533325
22.29079628,34.83750153,35.86249924,45.37854767,14.41466713
22.6306057,35.20999908,36.6515007,46.79349899,14.52733326
23.02819824,35.41749954,36.90499878,47.2742157,14.63866711
23.21081734,35.74549866,36.8465004,47.06561279,15.00800037
23.19694328,35.61199951,37.38000107,47.45563507,14.86933327
23.08367729,36.13949966,37.44250107,48.0724144,14.88199997
22.76005363,35.97200012,37.42300034,47.93635559,14.63733292
22.58899689,36.41199875,37.21350098,47.60075378,14.59733295
22.6352253,36.27700043,36.79299927,46.97489929,14.59933281
22.79934692,36.33649826,36.50299835,47.28329849,14.71199989
22.89181328,36.18700027,36.55450058,47.25608063,15.48933315
22.87101173,36.33200073,37.14649963,47.20166016,15.70133305
23.03513145,36.38249969,37.12599945,46.82071304,15.29066658
22.84558296,35.89550018,36.65950012,46.6937294,14.58600044
22.50115204,35.76200104,36.59400177,45.478302,14.52466679
22.52889061,35.96500015,36.66249847,45.19713593,14.33066654
22.45492554,35.71300125,36.60950089,45.07013702,14.51333332
22.54969788,35.87549973,36.21250153,45.7050705,14.52866745
22.03652,35.31949997,35.21250153,45.46924591,14.36466694
21.98335266,35.70050049,35.30649948,45.41482162,14.64666653
22.17059708,35.79100037,35.44400024,46.43069458,14.64066696
22.08738136,35.52999878,35.52349854,46.24928665,13.11066723
22.21451378,36.10400009,35.74349976,47.08375168,13.09333324
21.59038353,34.94800186,34.25999832,45.19713593,12.87666702
21.27600479,34.56800079,34.05699921,43.92731476,13.23666668
21.63430023,35.39749908,34.56299973,44.84339905,13.45266724
21.82154655,35.77999878,34.7594986,45.8411293,14.0126667
22.09893608,35.78099823,35.17649841,46.41255188,14.15200043
22.16596985,36.2840004,35.51250076,46.40348053,14.4333334
21.9579277,36.40499878,35.24449921,46.41255188,14.26533318
22.08275414,36.88050079,35.44850159,46.60301208,14.29599953
22.17753029,36.82849884,35.36299896,46.60301208,14.39599991
22.34858704,37.29050064,35.88899994,47.43748474,14.45199966
22.41793251,37.68899918,36.36000061,47.70052338,14.98533344
22.5196476,37.41049957,36.62549973,48.26288223,14.9766674
22.39251137,37.13150024,36.47399902,48.5349884,14.83533287
22.83633804,37.06000137,36.79000092,48.74360275,14.76866722
22.83403015,36.77199936,36.78150177,48.70732498,14.69333267
23.07674217,36.80350113,37.65999985,48.94314194,15.08333302
23.08599091,36.99750137,37.67050171,48.15404892,15.01733303
23.10679436,37.2859993,37.85400009,50.71185684,15.22399998
22.98427773,37.2215004,37.72050095,50.61208344,14.69999981
22.80628395,37.24300003,37.9640007,51.31049347,14.81799984
22.50115204,36.98049927,37.87599945,51.455616,15.33399963
22.34627342,36.77949905,37.88249969,51.48283386,15.30066681
23.79796028,36.83349991,38.0984993,50.9658165,15.23266697
24.11927414,37.63050079,38.29199982,50.9839592,15.3739996
24.08922577,37.94049835,39.56700134,51.41026688,15.65266705
24.51456451,38.38700104,40.04700089,51.319561,15.33399963
24.15164375,38.02899933,40.00600052,51.319561,15.14666653
24.45445824,37.73199844,39.94599915,51.67330933,15.05266666
24.60552597,38.03850174,39.86249924,52.05426025,15.3739996
24.97971153,38.29899979,40.3465004,52.57125092,15.33533287
25.18655968,38.32799911,40.26150131,52.66196823,15.07733345
25.28882027,38.41550064,40.37400055,52.78894806,15.27200031
25.10056496,38.4280014,40.42449951,52.62569427,15.04333305
25.08429527,38.56200027,40.40999985,52.87965012,14.99400043
25.14240265,38.62799835,40.35250092,52.55312347,15.04066658
25.44453239,38.42449951,40.29800034,52.71639252,15.03933334
25.42129326,38.20199966,40.05950165,52.42432404,14.90733337
25.38410759,38.23149872,40.27099991,52.53384781,14.88266659
25.35157585,38.22299957,40.13750076,52.57035446,14.90066719
25.41664314,37.8655014,39.98249817,52.58860016,15
25.21909523,37.97399902,39.84749985,52.6342392,14.86200047
25.29811478,38.12250137,39.82949829,52.83502579,14.98933315
25.10754395,37.86249924,39.68000031,52.88978958,14.84133339
25.00062561,37.96099854,39.56499863,53.09057617,14.73066711
24.85421181,38.45000076,39.6609993,52.96281052,14.66600037
24.82631493,38.5644989,39.79100037,53.02668762,14.34666729
24.63573647,38.37900162,39.59600067,52.83502579,14.08933258
24.65898132,38.45800018,39.49250031,52.44258118,14.13399982
24.80539894,38.53099823,39.56999969,52.56123352,13.3846674
25.037817,38.62200165,39.84349823,52.6342392,13.18533325
25.03084183,39.44350052,40.40100098,52.57948685,13.52200031
25.18424034,39.22399902,40.3995018,52.62512207,13.44733334
24.52418137,39.20299911,40.14199829,52.41520691,13.15733337
23.96872139,38.00699997,39.42399979,51.30172348,12.96466732
24.50558662,38.57450104,39.94100189,52.06838989,13.22000027
